terrakey,intent,assgn_id,adm,adm_ref_id,addr_code,network,stn_id,ctry,d_adm_ntc,d_inuse,d_rcv,notice_typ,op_agcy,fragment,prov,region,transmitter.frq,lat_deg,lat_ns,lat_min,lat_sec,transmitter.lat,lat_rdn,long_deg,long_ew,long_min,long_sec,transmitter.lon,long_rdn,site,sync_net,gnd_cond,rj81_id,rj81_cls,noise_zn,src_notice,d_updated,src_update,stage,is_notice,is_public,is_resub,target,amend_type,is_pub_req,d_pub_req,fdg_observ,d_recog,freq_min,freq_max,terrakey.1,op_prd_cde,op_prd_no,transmitter.txw,pwr_dbw,bdwdth,emi_cls,tran_sys,adj_ratio,ant_type,antenna.azi,e_max,emrp_kw,emrp_dbw,transmitter.alt,op_hh_fr,op_hh_to
28279,RECORDED,75010530,NGR,,,28279,,NGR,,,,1A2,,GE75,,1,1.602,15,N,19,0,15.316666666666666,0.2673262637637936,12,E,37,0,12.616666666666667,0.2202023739599475,DIFFA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28279,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
28279,RECORDED,75010530,NGR,,,28279,,NGR,,,,1A2,,GE75,,1,1.602,15,N,19,0,15.316666666666666,0.2673262637637936,12,E,37,0,12.616666666666667,0.2202023739599475,DIFFA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28279,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
22155,RECORDED,75004357,NGR,,,22155,,NGR,,,,1A2,,GE75,,1,1.053,13,N,40,0,13.666666666666666,0.2385283311058876,4,E,0,0,4.0,0.069813170079772,DOGONDOUTCHI,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0485,1.0575,22155,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,71.0,0.0,2400.0
22155,RECORDED,75004357,NGR,,,22155,,NGR,,,,1A2,,GE75,,1,1.053,13,N,40,0,13.666666666666666,0.2385283311058876,4,E,0,0,4.0,0.069813170079772,DOGONDOUTCHI,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0485,1.0575,22155,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,71.0,0.0,2400.0
23585,RECORDED,75005798,NGR,,,23585,,NGR,,,,1A2,,GE75,,1,1.251,13,N,3,0,13.05,0.2277654673852561,3,E,11,0,3.183333333333333,0.0555596478551518,DOSSO,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2465,1.2554999999999998,23585,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.4,,,60.0,0.0,2400.0
23585,RECORDED,75005798,NGR,,,23585,,NGR,,,,1A2,,GE75,,1,1.251,13,N,3,0,13.05,0.2277654673852561,3,E,11,0,3.183333333333333,0.0555596478551518,DOSSO,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2465,1.2554999999999998,23585,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.4,,,60.0,0.0,2400.0
25940,RECORDED,75008181,NGR,,,25940,,NGR,,,,1A2,,GE75,,1,1.485,11,N,50,0,11.833333333333334,0.2065306281526588,3,E,30,0,3.5,0.0610865238198005,GAYA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25940,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
25940,RECORDED,75008181,NGR,,,25940,,NGR,,,,1A2,,GE75,,1,1.485,11,N,50,0,11.833333333333334,0.2065306281526588,3,E,30,0,3.5,0.0610865238198005,GAYA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25940,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27449,RECORDED,75009700,NGR,,,27449,,NGR,,,,1A2,,GE75,,1,1.584,14,N,0,0,14.0,0.244346095279202,10,E,10,0,10.166666666666666,0.1774418072860871,GOURE,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27449,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27449,RECORDED,75009700,NGR,,,27449,,NGR,,,,1A2,,GE75,,1,1.584,14,N,0,0,14.0,0.244346095279202,10,E,10,0,10.166666666666666,0.1774418072860871,GOURE,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27449,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
25942,RECORDED,75008183,NGR,,,25942,,NGR,,,,1A2,,GE75,,1,1.485,19,N,10,0,19.166666666666668,0.3345214399655742,8,E,0,0,8.0,0.139626340159544,IFEROUANE,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25942,HJ,1,100.0,20.0,9,A3E--,ANALOG,5.0,A,,-10.0,0.1,20.0,47.0,0.0,2400.0
25942,RECORDED,75008183,NGR,,,25942,,NGR,,,,1A2,,GE75,,1,1.485,19,N,10,0,19.166666666666668,0.3345214399655742,8,E,0,0,8.0,0.139626340159544,IFEROUANE,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25942,HN,1,100.0,20.0,9,A3E--,ANALOG,5.0,A,,-10.0,0.1,20.0,47.0,0.0,2400.0
28280,RECORDED,75010531,NGR,,,28280,,NGR,,,,1A2,,GE75,,1,1.602,16,N,47,0,16.783333333333335,0.2929244261263767,6,E,56,0,6.933333333333334,0.1210094948049381,IN GALL,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28280,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
28280,RECORDED,75010531,NGR,,,28280,,NGR,,,,1A2,,GE75,,1,1.602,16,N,47,0,16.783333333333335,0.2929244261263767,6,E,56,0,6.933333333333334,0.1210094948049381,IN GALL,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28280,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
28281,RECORDED,75010532,NGR,,,28281,,NGR,,,,1A2,,GE75,,1,1.602,14,N,4,0,14.066666666666666,0.2455096481138648,5,E,57,0,5.95,0.1038470904936608,MADAOUA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28281,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
28281,RECORDED,75010532,NGR,,,28281,,NGR,,,,1A2,,GE75,,1,1.602,14,N,4,0,14.066666666666666,0.2455096481138648,5,E,57,0,5.95,0.1038470904936608,MADAOUA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28281,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
28275,RECORDED,75010526,NGR,,,28275,,NGR,,,,1A2,,GE75,,1,1.602,13,N,0,0,13.0,0.226892802759259,9,E,0,0,9.0,0.157079632679487,MAGARIA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28275,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
28275,RECORDED,75010526,NGR,,,28275,,NGR,,,,1A2,,GE75,,1,1.602,13,N,0,0,13.0,0.226892802759259,9,E,0,0,9.0,0.157079632679487,MAGARIA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28275,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
24209,RECORDED,75006429,NGR,,,24209,,NGR,,,,1A2,,GE75,,1,1.332,13,N,10,0,13.166666666666666,0.2298016848459161,12,E,0,0,12.0,0.209439510239316,MAINE SOROA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.3275,1.3365,24209,HJ,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,B,0.0,16.0103,,,100.0,0.0,2400.0
24209,RECORDED,75006429,NGR,,,24209,,NGR,,,,1A2,,GE75,,1,1.332,13,N,10,0,13.166666666666666,0.2298016848459161,12,E,0,0,12.0,0.209439510239316,MAINE SOROA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.3275,1.3365,24209,HN,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,B,0.0,16.0103,,,100.0,0.0,2400.0
25943,RECORDED,75008184,NGR,,,25943,,NGR,,,,1A2,,GE75,,1,1.485,13,N,58,0,13.966666666666669,0.2437643188618705,5,E,29,0,5.483333333333333,0.0957022206510207,MALBAZA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25943,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
25943,RECORDED,75008184,NGR,,,25943,,NGR,,,,1A2,,GE75,,1,1.485,13,N,58,0,13.966666666666669,0.2437643188618705,5,E,29,0,5.483333333333333,0.0957022206510207,MALBAZA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25943,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
22678,RECORDED,75004883,NGR,,,22678,,NGR,,,,1A2,,GE75,,1,1.125,13,N,30,0,13.5,0.2356194490192305,2,E,0,0,2.0,0.034906585039886,NIAMEY,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.1205,1.1295,22678,HJ,1,100000.0,50.0,9,A3E--,ANALOG,5.0,A,,23.4,,,150.0,0.0,2400.0
22678,RECORDED,75004883,NGR,,,22678,,NGR,,,,1A2,,GE75,,1,1.125,13,N,30,0,13.5,0.2356194490192305,2,E,0,0,2.0,0.034906585039886,NIAMEY,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.1205,1.1295,22678,HN,1,100000.0,50.0,9,A3E--,ANALOG,5.0,A,,23.4,,,150.0,0.0,2400.0
26887,RECORDED,75009137,NGR,,,26887,,NGR,,,,1A2,,GE75,,1,1.575,13,N,30,0,13.5,0.2356194490192305,2,E,0,0,2.0,0.034906585039886,NIAMEY,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.5705,1.5795,26887,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.4,,,50.0,0.0,2400.0
26887,RECORDED,75009137,NGR,,,26887,,NGR,,,,1A2,,GE75,,1,1.575,13,N,30,0,13.5,0.2356194490192305,2,E,0,0,2.0,0.034906585039886,NIAMEY,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.5705,1.5795,26887,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.4,,,50.0,0.0,2400.0
28277,RECORDED,75010528,NGR,,,28277,,NGR,,,,1A2,,GE75,,1,1.602,14,N,20,0,14.333333333333334,0.2501638594525163,2,E,20,0,2.333333333333333,0.0407243492132003,OUALLAM,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28277,HJ,1,100.0,20.0,9,A3E--,ANALOG,5.0,A,,-10.0,0.1,20.0,47.0,0.0,2400.0
28277,RECORDED,75010528,NGR,,,28277,,NGR,,,,1A2,,GE75,,1,1.602,14,N,20,0,14.333333333333334,0.2501638594525163,2,E,20,0,2.333333333333333,0.0407243492132003,OUALLAM,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,28277,HN,1,100.0,20.0,9,A3E--,ANALOG,5.0,A,,-10.0,0.1,20.0,47.0,0.0,2400.0
23328,RECORDED,75005539,NGR,,,23328,,NGR,,,,1A2,,GE75,,1,1.215,15,N,0,0,15.0,0.261799387799145,5,E,10,0,5.166666666666667,0.0901753446863721,TAHOUA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2105,1.2195,23328,HJ,1,300000.0,54.771213,9,A3E--,ANALOG,5.0,A,,26.9,,,120.0,0.0,2400.0
23328,RECORDED,75005539,NGR,,,23328,,NGR,,,,1A2,,GE75,,1,1.215,15,N,0,0,15.0,0.261799387799145,5,E,10,0,5.166666666666667,0.0901753446863721,TAHOUA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2105,1.2195,23328,HN,1,300000.0,54.771213,9,A3E--,ANALOG,5.0,A,,26.9,,,120.0,0.0,2400.0
27451,RECORDED,75009702,NGR,,,27451,,NGR,,,,1A2,,GE75,,1,1.584,14,N,58,0,14.966666666666669,0.2612176113818136,8,E,52,0,8.866666666666667,0.1547525270101613,TANOUT,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27451,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27451,RECORDED,75009702,NGR,,,27451,,NGR,,,,1A2,,GE75,,1,1.584,14,N,58,0,14.966666666666669,0.2612176113818136,8,E,52,0,8.866666666666667,0.1547525270101613,TANOUT,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27451,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27452,RECORDED,75009703,NGR,,,27452,,NGR,,,,1A2,,GE75,,1,1.584,15,N,54,0,15.9,0.2775073510670937,7,E,47,0,7.783333333333333,0.1358447934468896,TCHINTABADEN,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27452,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27452,RECORDED,75009703,NGR,,,27452,,NGR,,,,1A2,,GE75,,1,1.584,15,N,54,0,15.9,0.2775073510670937,7,E,47,0,7.783333333333333,0.1358447934468896,TCHINTABADEN,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27452,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
25941,RECORDED,75008182,NGR,,,25941,,NGR,,,,1A2,,GE75,,1,1.485,13,N,50,0,13.833333333333334,0.2414372131925448,8,E,0,0,8.0,0.139626340159544,TESSAOUA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25941,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
25941,RECORDED,75008182,NGR,,,25941,,NGR,,,,1A2,,GE75,,1,1.485,13,N,50,0,13.833333333333334,0.2414372131925448,8,E,0,0,8.0,0.139626340159544,TESSAOUA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,25941,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27453,RECORDED,75009704,NGR,,,27453,,NGR,,,,1A2,,GE75,,1,1.584,14,N,12,0,14.2,0.2478367537831906,1,E,28,0,1.4666666666666668,0.025598162362583,TILLABERY,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27453,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
27453,RECORDED,75009704,NGR,,,27453,,NGR,,,,1A2,,GE75,,1,1.584,14,N,12,0,14.2,0.2478367537831906,1,E,28,0,1.4666666666666668,0.025598162362583,TILLABERY,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27453,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,47.0,0.0,2400.0
23815,RECORDED,75006028,NGR,,,23815,,NGR,,,,1A2,,GE75,,1,1.287,13,N,40,0,13.666666666666666,0.2385283311058876,9,E,0,0,9.0,0.157079632679487,ZINDER,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2825,1.2915,23815,HJ,1,25000.0,43.9794,9,A3E--,ANALOG,5.0,A,,16.1,,,120.0,0.0,2400.0
23815,RECORDED,75006028,NGR,,,23815,,NGR,,,,1A2,,GE75,,1,1.287,13,N,40,0,13.666666666666666,0.2385283311058876,9,E,0,0,9.0,0.157079632679487,ZINDER,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2825,1.2915,23815,HN,1,25000.0,43.9794,9,A3E--,ANALOG,5.0,A,,16.1,,,120.0,0.0,2400.0
